rank,type_,code,name,premium,share
47,F,57657,ROYAL NEIGHBORS OF AMER,"1,000,010",0.09%
48,L,634,NATIONAL LIFE GRP,"971,398",0.09%
49,L,261,MUTUAL OF OMAHA GRP,"922,843",0.08%
50,L,449,FINANCIAL HOLDINGS GRP,"769,676",0.07%
51,L,458,PROTECTIVE LIFE INS GRP,"677,241",0.06%
52,L,176,STATE FARM GRP,"581,708",0.05%
53,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"452,812",0.04%
54,L,60445,SAGICOR LIFE INS CO,"436,130",0.04%
55,L,111,LIBERTY MUT GRP,"401,927",0.04%
56,L,904,JOHN HANCOCK GRP,"388,931",0.04%
57,L,4736,GGC GRP,"316,704",0.03%
58,L,1348,MEIJI YASUDA LIFE INS GRP,"306,188",0.03%
59,L,4815,RESOLUTION LIFE GRP,"305,676",0.03%
60,L,850,PENN MUT GRP,"295,068",0.03%
61,L,344,CHURCH PENSION FUND GRP,"278,038",0.03%
62,F,57541,MODERN WOODMEN OF AMER,"190,949",0.02%
63,L,8,ALLSTATE INS GRP,"126,169",0.01%
64,L,169,SENTRY INS GRP,"123,724",0.01%
65,L,212,ZURICH INS GRP,"78,680",0.01%
66,F,57622,POLISH NATL ALLIANCE US OF NA,"75,067",0.01%
67,L,7,FEDERATED MUT GRP,"68,868",0.01%
68,F,57967,LUSO AMER LIFE INS SOCIETY,"51,100",0%
69,F,56030,CATHOLIC FINANCIAL LIFE,"40,009",0%
70,F,56456,UNITED STATES LETTER CARRIERS MUT BE,"22,463",0%
71,F,58009,POLICE & FIREMENS INS ASSN,"20,777",0%
72,L,4827,SOUTHLAND NATL HOLDING GRP,"17,965",0%
73,L,450,GENEVE HOLDINGS INC GRP,"16,353",0%
74,F,57320,WOODMEN WORLD LIFE INS SOC,"15,071",0%
75,L,64505,HOMESTEADERS LIFE CO,"13,998",0%
76,F,57630,POLISH ROMAN CATHOLIC UNION OF AMER,"13,806",0%
77,L,62928,EMC NATL LIFE CO,"12,343",0%
78,L,290,TORCHMARK CORP GRP,"11,524",0%
79,F,57215,UKRAINIAN NATL ASSN INC,"10,000",0%
80,L,588,KANSAS CITY LIFE INS GRP,"9,826",0%
81,L,4553,SAVINGS BANK LIFE GRP,"6,500",0%
82,L,454,SECURITY NATL GRP,"6,306",0%
83,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"6,154",0%
84,L,707,UNITEDHEALTH GRP,"5,372",0%
85,F,58181,SUPREME COUNCIL THE ROYAL ARCANUM,"4,634",0%
86,L,315,INDUSTRIAL ALLIANCE GRP,"2,842",0%
87,L,535,COLUMBIAN LIFE GRP,"2,650",0%
88,L,4750,PRIMERICA GRP,"2,288",0%
89,L,565,UNUMPROVIDENT CORP GRP,"1,010",0%
90,L,612,CITIZENS GRP,625,0%
91,F,56839,POLISH NATL UNION OF AMER,500,0%
91,L,264,HEALTHMARKETS GRP,500,0%
93,L,473,AMERICAN FAMILY INS GRP,450,0%
94,L,4877,TWA & AMFI CORP GRP,320,0%
95,L,19,ASSURANT INC GRP,300,0%
96,F,57010,WILLIAM PENN ASSN,240,0%
97,L,213,ERIE INS GRP,150,0%
98,L,119,HUMANA GRP,127,0%
99,F,56820,POLISH FALCONS OF AMER,100,0%
100,F,57940,PORTUGUESE FRATERNAL SOCIETY OF AMER,6,0%
100,L,574,AMERCO CORP GRP,6,0%
1,L,304,PRUDENTIAL OF AMER GRP,"398,272,805",10.86%
2,L,918,JACKSON NATL GRP,"273,939,844",7.47%
3,L,761,ALLIANZ INS GRP,"248,868,374",6.79%
4,L,12,AMERICAN INTL GRP,"192,657,644",5.25%
5,L,2658,AMERICAN EQUITY INVESTMENT GRP,"188,975,060",5.15%
6,L,20,LINCOLN NATL GRP,"174,552,695",4.76%
7,L,826,NEW YORK LIFE GRP,"158,133,085",4.31%
8,L,431,SAMMONS ENTERPRISES GRP,"131,604,919",3.59%
9,L,968,AXA INS GRP,"121,662,911",3.32%
10,L,4794,DELAWARE LIFE HOLDING GRP,"120,449,643",3.28%
11,L,332,PRINCIPAL FIN GRP,"109,519,225",2.99%
12,L,4832,VOYA FINANCIAL GRP,"108,101,797",2.95%
13,L,241,METROPOLITAN GRP,"106,504,228",2.90%
14,L,769,GREAT WEST GRP,"96,139,941",2.62%
15,L,4734,ATHENE GRP,"92,228,544",2.51%
16,L,3891,GOLDMAN SACHS GRP,"89,512,543",2.44%
17,L,84,AMERICAN FINANCIAL GRP,"88,706,401",2.42%
18,L,1216,TIAA FAMILY GRP,"86,497,347",2.36%
19,L,709,PACIFIC LIFE GRP,"70,401,118",1.92%
20,L,435,MASS MUT LIFE INS GRP,"63,926,451",1.74%
21,L,4,AMERIPRISE FIN GRP,"60,337,763",1.65%
22,L,619,ONEAMERICA FIN PARTNERS GRP,"52,890,090",1.44%
23,L,468,AEGON US HOLDING GRP,"49,102,097",1.34%
24,L,4855,SUMITOMO LIFE INS GRP,"46,574,325",1.27%
25,L,429,GUARDIAN LIFE GRP,"43,535,095",1.19%
26,L,4731,HARBINGER GRP,"40,059,512",1.09%
27,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"30,037,671",0.82%
28,L,860,NORTHWESTERN MUT GRP,"28,105,093",0.77%
29,L,300,HORACE MANN GRP,"27,788,764",0.76%
30,L,62510,EQUITRUST LIFE INS CO,"25,133,073",0.69%
31,L,176,STATE FARM GRP,"24,233,502",0.66%
32,L,306,CUNA MUT GRP,"23,941,048",0.65%
33,L,233,CNO FINANCIAL GRP,"23,727,927",0.65%
34,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"18,064,000",0.49%
35,L,704,OHIO NATL LIFE GRP,"17,296,751",0.47%
36,L,836,WEST SOUTHERN GRP,"17,193,844",0.47%
37,L,869,MINNESOTA MUT GRP,"15,879,656",0.43%
38,F,57320,WOODMEN WORLD LIFE INS SOC,"14,897,565",0.41%
39,L,458,PROTECTIVE LIFE INS GRP,"14,668,037",0.40%
40,L,3098,TOKIO MARINE HOLDINGS INC GRP,"13,675,623",0.37%
41,L,634,NATIONAL LIFE GRP,"12,837,340",0.35%
42,L,408,AMERICAN NATL FIN GRP,"12,830,051",0.35%
43,L,574,AMERCO CORP GRP,"12,520,633",0.34%
44,L,981,FIDELITY INVESTMENT INS & ANN GRP,"10,822,350",0.30%
45,L,4011,GENWORTH FIN GRP,"8,751,229",0.24%
46,L,91,HARTFORD FIRE & CAS GRP,"7,388,718",0.20%
47,F,57541,MODERN WOODMEN OF AMER,"6,843,441",0.19%
48,L,169,SENTRY INS GRP,"6,641,242",0.18%
49,L,68896,SOUTHERN FARM BUREAU LIFE INS CO,"6,285,638",0.17%
50,L,4736,GGC GRP,"6,241,263",0.17%
51,L,4836,JEFFERSON NATIONAL GRP,"6,006,882",0.16%
52,L,872,BANNER LIFE GRP,"5,683,917",0.15%
53,L,3436,LIBERTY LIFE GRP TRUST GRP,"5,517,836",0.15%
54,L,261,MUTUAL OF OMAHA GRP,"5,141,999",0.14%
55,L,943,AMERITAS MUT HOLDING GRP,"3,967,576",0.11%
56,L,1348,MEIJI YASUDA LIFE INS GRP,"3,668,389",0.10%
57,L,449,FINANCIAL HOLDINGS GRP,"2,747,117",0.07%
58,L,111,LIBERTY MUT GRP,"2,723,089",0.07%
59,L,140,NATIONWIDE CORP GRP,"2,704,406",0.07%
60,L,280,AUTO OWNERS GRP,"2,554,224",0.07%
61,L,367,PHYSICIANS MUT GRP,"2,419,722",0.07%
62,L,689,BANKERS INS GRP,"1,979,518",0.05%
63,L,4824,ADVANTAGE CAPITAL GRP,"1,896,533",0.05%
64,L,290,TORCHMARK CORP GRP,"1,805,271",0.05%
65,L,60445,SAGICOR LIFE INS CO,"1,522,088",0.04%
66,L,1117,MANHATTAN LIFE GRP,"1,509,399",0.04%
67,L,4844,LIA HOLDINGS GRP,"1,300,000",0.04%
68,L,64238,GUARANTY INCOME LIFE INS CO,"1,288,643",0.04%
69,L,904,JOHN HANCOCK GRP,"1,220,055",0.03%
70,F,56685,GBU FINANCIAL LIFE,"1,143,576",0.03%
71,L,66850,NATIONAL WESTERN LIFE INS CO,"1,138,190",0.03%
72,L,19,ASSURANT INC GRP,"946,736",0.03%
73,L,4815,RESOLUTION LIFE GRP,"836,878",0.02%
74,F,56782,NATIONAL SLOVAK SOCIETY OF THE USA,"822,997",0.02%
75,L,63495,FORESTERS LIFE INS ANN CO,"722,754",0.02%
76,L,344,CHURCH PENSION FUND GRP,"584,034",0.02%
77,L,450,GENEVE HOLDINGS INC GRP,"539,845",0.01%
78,L,61212,BALTIMORE LIFE INS CO,"467,713",0.01%
79,L,535,COLUMBIAN LIFE GRP,"460,059",0.01%
80,L,68772,SECURITY MUT LIFE INS CO OF NY,"412,600",0.01%
81,L,315,INDUSTRIAL ALLIANCE GRP,"379,298",0.01%
82,L,8,ALLSTATE INS GRP,"362,448",0.01%
83,L,850,PENN MUT GRP,"340,000",0.01%
84,F,56413,UNITED TRANSPORTATION UNION INS ASSN,"292,731",0.01%
85,L,4827,SOUTHLAND NATL HOLDING GRP,"279,506",0.01%
86,L,212,ZURICH INS GRP,"264,895",0.01%
87,L,291,MOTORISTS MUT GRP,"258,691",0.01%
88,F,56693,GREEK CATHOLIC UNION OF THE USA,"258,536",0.01%
89,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"216,264",0.01%
90,F,57010,WILLIAM PENN ASSN,"190,222",0.01%
91,L,64505,HOMESTEADERS LIFE CO,"180,453",0%
92,F,57657,ROYAL NEIGHBORS OF AMER,"162,180",0%
93,F,56154,GLEANER LIFE INS SOCIETY,"131,633",0%
94,L,588,KANSAS CITY LIFE INS GRP,"130,325",0%
95,L,84174,ELCO MUT LIFE & ANN,"127,393",0%
96,L,454,SECURITY NATL GRP,"119,558",0%
97,F,57487,CATHOLIC ORDER OF FORESTERS,"103,600",0%
98,L,50,COUNTRY INS & FIN SERV GRP,"100,825",0%
99,F,56073,NATIONAL MUT BENEFIT,"100,000",0%
100,L,4752,FIRST TRINITY FIN GRP,"95,632",0%
101,L,264,HEALTHMARKETS GRP,"75,598",0%
102,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"71,800",0%
103,L,7,FEDERATED MUT GRP,"67,378",0%
104,L,28,AMICA MUT GRP,"62,512",0%
105,L,801,DIRECTORS INVESTMENT GRP,"60,614",0%
106,L,473,AMERICAN FAMILY INS GRP,"52,000",0%
107,L,213,ERIE INS GRP,"50,203",0%
108,L,119,HUMANA GRP,"44,089",0%
109,F,56456,UNITED STATES LETTER CARRIERS MUT BE,"42,330",0%
110,L,4764,RESERVOIR CAPITAL GRP,"37,357",0%
111,F,56030,CATHOLIC FINANCIAL LIFE,"37,100",0%
112,L,64904,INVESTORS HERITAGE LIFE INS CO,"35,949",0%
113,L,88668,MUTUAL OF AMER LIFE INS CO,"34,980",0%
114,F,58009,POLICE & FIREMENS INS ASSN,"32,828",0%
115,L,707,UNITEDHEALTH GRP,"30,187",0%
116,L,4750,PRIMERICA GRP,"25,161",0%
117,L,244,CINCINNATI FIN GRP,"22,875",0%
118,L,451,FIDELITY SECURITY GRP,"17,595",0%
119,L,1280,GREAT WESTERN CO GRP,"16,211",0%
120,F,56758,LOYAL CHRISTIAN BENEFIT ASSN,"14,692",0%
121,L,4877,TWA & AMFI CORP GRP,"13,100",0%
122,L,542,INDIANA FARM BUREAU GRP,"12,725",0%
123,L,71404,CONTINENTAL GEN INS CO,"10,100",0%
124,L,62928,EMC NATL LIFE CO,"7,370",0%
125,B,4616,EVERENCE GRP,"6,500",0%
1,L,431,SAMMONS ENTERPRISES GRP,"60,627,676",9.34%
2,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"55,971,001",8.62%
3,L,918,JACKSON NATL GRP,"52,624,995",8.11%
4,L,826,NEW YORK LIFE GRP,"49,138,997",7.57%
5,L,20,LINCOLN NATL GRP,"41,353,319",6.37%
6,L,761,ALLIANZ INS GRP,"32,650,668",5.03%
7,L,4,AMERIPRISE FIN GRP,"31,826,526",4.90%
8,F,57541,MODERN WOODMEN OF AMER,"29,756,924",4.59%
9,L,2658,AMERICAN EQUITY INVESTMENT GRP,"22,450,836",3.46%
10,L,304,PRUDENTIAL OF AMER GRP,"20,627,750",3.18%
11,L,15313,INVESTORS PREFERRED LIFE INS CO,"15,572,770",2.40%
12,L,968,AXA INS GRP,"15,537,632",2.39%
13,L,241,METROPOLITAN GRP,"15,356,742",2.37%
14,L,4731,HARBINGER GRP,"13,844,988",2.13%
15,L,435,MASS MUT LIFE INS GRP,"13,123,283",2.02%
16,L,12,AMERICAN INTL GRP,"12,139,470",1.87%
17,L,860,NORTHWESTERN MUT GRP,"11,766,912",1.81%
18,L,709,PACIFIC LIFE GRP,"11,292,508",1.74%
19,L,4832,VOYA FINANCIAL GRP,"10,306,393",1.59%
20,L,62510,EQUITRUST LIFE INS CO,"7,873,849",1.21%
21,L,1216,TIAA FAMILY GRP,"7,831,635",1.21%
22,L,332,PRINCIPAL FIN GRP,"7,503,455",1.16%
23,L,619,ONEAMERICA FIN PARTNERS GRP,"7,213,626",1.11%
24,L,513,IOWA FARM BUREAU GRP,"7,069,823",1.09%
25,L,468,AEGON US HOLDING GRP,"6,705,203",1.03%
26,L,300,HORACE MANN GRP,"6,361,224",0.98%
27,L,4734,ATHENE GRP,"6,049,468",0.93%
28,L,84,AMERICAN FINANCIAL GRP,"4,878,888",0.75%
29,L,3891,GOLDMAN SACHS GRP,"4,865,994",0.75%
30,L,943,AMERITAS MUT HOLDING GRP,"4,833,705",0.74%
31,L,176,STATE FARM GRP,"4,651,216",0.72%
32,L,769,GREAT WEST GRP,"4,583,280",0.71%
33,L,4855,SUMITOMO LIFE INS GRP,"4,565,017",0.70%
34,L,429,GUARDIAN LIFE GRP,"4,039,742",0.62%
35,L,261,MUTUAL OF OMAHA GRP,"3,902,516",0.60%
36,L,408,AMERICAN NATL FIN GRP,"3,615,388",0.56%
37,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"2,986,648",0.46%
38,L,458,PROTECTIVE LIFE INS GRP,"2,973,798",0.46%
39,L,836,WEST SOUTHERN GRP,"2,681,932",0.41%
40,L,869,MINNESOTA MUT GRP,"2,471,901",0.38%
41,L,66850,NATIONAL WESTERN LIFE INS CO,"2,356,920",0.36%
42,F,57053,CATHOLIC UNITED FINANCIAL,"1,674,002",0.26%
43,L,169,SENTRY INS GRP,"1,377,503",0.21%
44,L,91,HARTFORD FIRE & CAS GRP,"1,298,485",0.20%
45,L,449,FINANCIAL HOLDINGS GRP,"1,282,856",0.20%
46,L,1348,MEIJI YASUDA LIFE INS GRP,"1,268,840",0.20%
47,L,704,OHIO NATL LIFE GRP,"1,098,595",0.17%
48,L,233,CNO FINANCIAL GRP,"996,941",0.15%
49,L,367,PHYSICIANS MUT GRP,"930,946",0.14%
50,L,4794,DELAWARE LIFE HOLDING GRP,"792,938",0.12%
51,L,4736,GGC GRP,"761,463",0.12%
52,F,57487,CATHOLIC ORDER OF FORESTERS,"746,781",0.12%
53,L,4732,MIDWEST HOLDING GRP,"667,006",0.10%
54,L,3436,LIBERTY LIFE GRP TRUST GRP,"657,386",0.10%
55,L,588,KANSAS CITY LIFE INS GRP,"633,446",0.10%
56,F,56073,NATIONAL MUT BENEFIT,"566,799",0.09%
57,L,473,AMERICAN FAMILY INS GRP,"549,558",0.08%
58,L,4824,ADVANTAGE CAPITAL GRP,"524,678",0.08%
59,L,4011,GENWORTH FIN GRP,"511,664",0.08%
60,L,244,CINCINNATI FIN GRP,"486,032",0.07%
61,L,280,AUTO OWNERS GRP,"475,160",0.07%
62,L,3098,TOKIO MARINE HOLDINGS INC GRP,"408,265",0.06%
63,F,57657,ROYAL NEIGHBORS OF AMER,"390,337",0.06%
64,L,872,BANNER LIFE GRP,"367,554",0.06%
65,F,58017,WESTERN FRATERNAL LIFE ASSN,"366,152",0.06%
66,L,248,UNITED FIRE & CAS GRP,"348,095",0.05%
67,F,57142,SONS OF NORWAY,"292,545",0.05%
68,L,7,FEDERATED MUT GRP,"282,262",0.04%
69,L,981,FIDELITY INVESTMENT INS & ANN GRP,"260,000",0.04%
70,L,62928,EMC NATL LIFE CO,"248,818",0.04%
71,L,140,NATIONWIDE CORP GRP,"227,295",0.04%
72,L,19,ASSURANT INC GRP,"200,427",0.03%
73,L,801,DIRECTORS INVESTMENT GRP,"187,043",0.03%
74,L,4815,RESOLUTION LIFE GRP,"183,652",0.03%
75,L,1117,MANHATTAN LIFE GRP,"174,205",0.03%
76,L,4836,JEFFERSON NATIONAL GRP,"167,955",0.03%
77,L,60542,AMERICAN HOME LIFE INS CO,"155,950",0.02%
78,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"139,556",0.02%
79,L,212,ZURICH INS GRP,"138,825",0.02%
80,L,4862,ASSURITY GRP,"114,290",0.02%
81,L,904,JOHN HANCOCK GRP,"109,552",0.02%
82,L,306,CUNA MUT GRP,"104,042",0.02%
83,L,634,NATIONAL LIFE GRP,"103,927",0.02%
84,L,111,LIBERTY MUT GRP,"100,000",0.02%
85,F,56456,UNITED STATES LETTER CARRIERS MUT BE,"98,539",0.02%
86,L,863,INTER AMER GRP,"81,000",0.01%
87,F,56030,CATHOLIC FINANCIAL LIFE,"59,648",0.01%
88,F,56480,WSA FRATERNAL LIFE,"50,009",0.01%
89,L,8,ALLSTATE INS GRP,"43,260",0.01%
90,L,64580,ILLINOIS MUT LIFE INS CO,"39,600",0.01%
91,B,4616,EVERENCE GRP,"39,204",0.01%
92,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"32,210",0%
93,L,290,TORCHMARK CORP GRP,"31,512",0%
94,L,574,AMERCO CORP GRP,"24,450",0%
95,L,4827,SOUTHLAND NATL HOLDING GRP,"20,587",0%
96,L,60445,SAGICOR LIFE INS CO,"16,075",0%
97,L,689,BANKERS INS GRP,"14,083",0%
98,L,1280,GREAT WESTERN CO GRP,"12,932",0%
99,L,64505,HOMESTEADERS LIFE CO,"7,500",0%
100,F,56413,UNITED TRANSPORTATION UNION INS ASSN,"7,000",0%
101,L,451,FIDELITY SECURITY GRP,"6,500",0%
102,L,71404,CONTINENTAL GEN INS CO,"6,135",0%
103,L,315,INDUSTRIAL ALLIANCE GRP,"5,920",0%
104,F,57088,DEGREE OF HONOR PROTECTIVE ASSN,"5,324",0%
105,L,2878,UNITED HERITAGE MUT GRP,"5,300",0%
106,L,344,CHURCH PENSION FUND GRP,"5,000",0%
107,L,3527,AMERICAN ENTERPRISE MUT GRP,"3,829",0%
108,L,450,GENEVE HOLDINGS INC GRP,"3,713",0%
109,L,65927,LINCOLN HERITAGE LIFE INS CO,"3,426",0%
110,L,4213,WILTON RE GRP,"2,400",0%
110,L,4752,FIRST TRINITY FIN GRP,"2,400",0%
112,L,69132,STATE MUT INS CO,"2,088",0%
113,F,57223,BAPTIST LIFE ASSN,"2,000",0%
114,L,213,ERIE INS GRP,"1,600",0%
115,L,1,AETNA GRP,"1,515",0%
116,L,687,GUARANTEE TRUST GRP,"1,333",0%
117,F,56685,GBU FINANCIAL LIFE,687,0%
118,L,50,COUNTRY INS & FIN SERV GRP,625,0%
119,F,57320,WOODMEN WORLD LIFE INS SOC,600,0%
120,L,525,PAN AMER LIFE GRP,246,0%
121,L,4877,TWA & AMFI CORP GRP,240,0%
122,L,119,HUMANA GRP,192,0%
123,L,31,BERKSHIRE HATHAWAY GRP,147,0%
124,L,4750,PRIMERICA GRP,120,0%
124,L,4764,RESERVOIR CAPITAL GRP,120,0%
1,L,304,PRUDENTIAL OF AMER GRP,"354,467,150",7.65%
2,L,918,JACKSON NATL GRP,"337,434,730",7.28%
3,L,4832,VOYA FINANCIAL GRP,"283,791,201",6.12%
4,L,431,SAMMONS ENTERPRISES GRP,"266,101,328",5.74%
5,L,3891,GOLDMAN SACHS GRP,"258,953,686",5.59%
6,L,12,AMERICAN INTL GRP,"228,490,401",4.93%
7,L,20,LINCOLN NATL GRP,"228,153,783",4.92%
8,L,761,ALLIANZ INS GRP,"210,318,253",4.54%
9,L,1216,TIAA FAMILY GRP,"178,771,620",3.86%
10,L,826,NEW YORK LIFE GRP,"167,481,316",3.61%
11,L,2658,AMERICAN EQUITY INVESTMENT GRP,"152,977,401",3.30%
12,L,4734,ATHENE GRP,"140,437,368",3.03%
13,L,84,AMERICAN FINANCIAL GRP,"132,774,249",2.86%
14,L,241,METROPOLITAN GRP,"128,527,135",2.77%
15,L,968,AXA INS GRP,"126,579,841",2.73%
16,L,709,PACIFIC LIFE GRP,"119,528,161",2.58%
17,L,619,ONEAMERICA FIN PARTNERS GRP,"108,316,081",2.34%
18,L,4,AMERIPRISE FIN GRP,"87,902,486",1.90%
19,L,435,MASS MUT LIFE INS GRP,"83,595,648",1.80%
20,L,4855,SUMITOMO LIFE INS GRP,"61,218,376",1.32%
21,L,4731,HARBINGER GRP,"61,170,608",1.32%
22,L,694,TENNESSEE FARMERS GRP,"56,609,619",1.22%
23,L,769,GREAT WEST GRP,"55,217,781",1.19%
24,L,468,AEGON US HOLDING GRP,"54,342,070",1.17%
25,F,57541,MODERN WOODMEN OF AMER,"46,097,729",0.99%
26,L,332,PRINCIPAL FIN GRP,"43,285,824",0.93%
27,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"40,785,413",0.88%
28,L,458,PROTECTIVE LIFE INS GRP,"35,502,456",0.77%
29,L,860,NORTHWESTERN MUT GRP,"33,029,714",0.71%
30,L,66850,NATIONAL WESTERN LIFE INS CO,"31,568,931",0.68%
31,F,57320,WOODMEN WORLD LIFE INS SOC,"28,698,736",0.62%
32,L,233,CNO FINANCIAL GRP,"28,251,668",0.61%
33,L,306,CUNA MUT GRP,"28,019,636",0.60%
34,L,176,STATE FARM GRP,"27,738,728",0.60%
35,L,836,WEST SOUTHERN GRP,"27,015,984",0.58%
36,L,62510,EQUITRUST LIFE INS CO,"26,554,802",0.57%
37,L,981,FIDELITY INVESTMENT INS & ANN GRP,"21,391,021",0.46%
38,L,869,MINNESOTA MUT GRP,"20,994,783",0.45%
39,L,3098,TOKIO MARINE HOLDINGS INC GRP,"20,075,907",0.43%
40,L,408,AMERICAN NATL FIN GRP,"19,559,163",0.42%
41,L,300,HORACE MANN GRP,"18,308,757",0.40%
42,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"17,168,310",0.37%
43,L,704,OHIO NATL LIFE GRP,"16,817,843",0.36%
44,L,943,AMERITAS MUT HOLDING GRP,"16,362,523",0.35%
45,L,429,GUARDIAN LIFE GRP,"15,104,250",0.33%
46,L,3436,LIBERTY LIFE GRP TRUST GRP,"14,391,257",0.31%
47,L,4794,DELAWARE LIFE HOLDING GRP,"13,838,935",0.30%
48,L,4836,JEFFERSON NATIONAL GRP,"13,838,352",0.30%
49,L,169,SENTRY INS GRP,"12,863,780",0.28%
50,L,261,MUTUAL OF OMAHA GRP,"12,785,741",0.28%
51,L,634,NATIONAL LIFE GRP,"10,022,263",0.22%
52,L,1348,MEIJI YASUDA LIFE INS GRP,"8,371,167",0.18%
53,L,4736,GGC GRP,"7,830,381",0.17%
54,L,140,NATIONWIDE CORP GRP,"7,641,881",0.16%
55,L,689,BANKERS INS GRP,"5,764,126",0.12%
56,L,91,HARTFORD FIRE & CAS GRP,"5,517,431",0.12%
57,L,574,AMERCO CORP GRP,"4,899,271",0.11%
58,L,872,BANNER LIFE GRP,"4,777,302",0.10%
59,L,1,AETNA GRP,"4,763,653",0.10%
60,L,244,CINCINNATI FIN GRP,"4,746,387",0.10%
61,L,449,FINANCIAL HOLDINGS GRP,"4,678,519",0.10%
62,L,212,ZURICH INS GRP,"4,113,865",0.09%
63,L,111,LIBERTY MUT GRP,"3,664,547",0.08%
64,L,367,PHYSICIANS MUT GRP,"3,617,105",0.08%
65,L,1117,MANHATTAN LIFE GRP,"3,307,976",0.07%
66,L,84174,ELCO MUT LIFE & ANN,"3,158,667",0.07%
67,L,60445,SAGICOR LIFE INS CO,"2,752,452",0.06%
68,L,280,AUTO OWNERS GRP,"2,722,739",0.06%
69,F,57657,ROYAL NEIGHBORS OF AMER,"2,596,868",0.06%
70,L,4824,ADVANTAGE CAPITAL GRP,"2,304,749",0.05%
71,L,330,AMERICAN FIDELITY CORP GRP,"1,967,302",0.04%
72,L,904,JOHN HANCOCK GRP,"1,912,182",0.04%
73,L,4011,GENWORTH FIN GRP,"1,812,266",0.04%
74,L,801,DIRECTORS INVESTMENT GRP,"1,503,979",0.03%
75,L,88668,MUTUAL OF AMER LIFE INS CO,"1,483,006",0.03%
76,L,64238,GUARANTY INCOME LIFE INS CO,"1,339,765",0.03%
77,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"1,128,886",0.02%
78,L,63495,FORESTERS LIFE INS ANN CO,"1,103,845",0.02%
79,L,4752,FIRST TRINITY FIN GRP,"1,103,240",0.02%
80,L,850,PENN MUT GRP,"1,061,185",0.02%
81,L,8,ALLSTATE INS GRP,"934,083",0.02%
82,L,50,COUNTRY INS & FIN SERV GRP,"852,679",0.02%
83,L,248,UNITED FIRE & CAS GRP,"791,557",0.02%
84,L,4815,RESOLUTION LIFE GRP,"678,549",0.01%
85,L,213,ERIE INS GRP,"521,869",0.01%
86,L,64904,INVESTORS HERITAGE LIFE INS CO,"519,565",0.01%
87,L,344,CHURCH PENSION FUND GRP,"494,756",0.01%
88,L,7,FEDERATED MUT GRP,"417,843",0.01%
89,F,56685,GBU FINANCIAL LIFE,"371,418",0.01%
90,L,64505,HOMESTEADERS LIFE CO,"352,928",0.01%
91,L,123,SHELTER INS GRP,"352,029",0.01%
92,L,450,GENEVE HOLDINGS INC GRP,"350,514",0.01%
93,L,535,COLUMBIAN LIFE GRP,"318,723",0.01%
94,L,4827,SOUTHLAND NATL HOLDING GRP,"289,890",0.01%
95,L,290,TORCHMARK CORP GRP,"258,192",0.01%
96,L,451,FIDELITY SECURITY GRP,"223,746",0%
97,L,588,KANSAS CITY LIFE INS GRP,"223,444",0%
98,F,56413,UNITED TRANSPORTATION UNION INS ASSN,"201,006",0%
99,L,68896,SOUTHERN FARM BUREAU LIFE INS CO,"155,981",0%
100,L,62928,EMC NATL LIFE CO,"140,457",0%
101,L,4877,TWA & AMFI CORP GRP,"130,773",0%
102,L,19,ASSURANT INC GRP,"115,752",0%
103,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"98,643",0%
104,L,315,INDUSTRIAL ALLIANCE GRP,"94,471",0%
105,F,56456,UNITED STATES LETTER CARRIERS MUT BE,"70,902",0%
106,L,454,SECURITY NATL GRP,"67,040",0%
107,L,291,MOTORISTS MUT GRP,"63,145",0%
108,L,4213,WILTON RE GRP,"62,926",0%
109,L,707,UNITEDHEALTH GRP,"60,779",0%
110,L,28,AMICA MUT GRP,"55,250",0%
111,F,58009,POLICE & FIREMENS INS ASSN,"46,000",0%
112,L,1280,GREAT WESTERN CO GRP,"45,232",0%
113,L,4712,GPM LIFE GRP,"45,210",0%
114,L,267,GRANGE MUT CAS GRP,"44,864",0%
115,F,56154,GLEANER LIFE INS SOCIETY,"42,420",0%
116,L,89184,STERLING INVESTORS LIFE INS CO,"39,374",0%
117,L,4853,AAA LIFE GRP,"30,000",0%
118,L,525,PAN AMER LIFE GRP,"27,178",0%
119,L,4750,PRIMERICA GRP,"27,142",0%
120,L,612,CITIZENS GRP,"26,615",0%
121,F,57487,CATHOLIC ORDER OF FORESTERS,"24,167",0%
122,L,4764,RESERVOIR CAPITAL GRP,"23,673",0%
123,L,4844,LIA HOLDINGS GRP,"22,216",0%
124,F,57010,WILLIAM PENN ASSN,"20,200",0%
125,F,56758,LOYAL CHRISTIAN BENEFIT ASSN,"16,159",0%
1,L,12,AMERICAN INTL GRP,"1,333,883,807",8.27%
