rank,type_,code,name,premium,share
38,L,370,AFLAC GRP,"17,721,576",0.74%
39,L,661,BCBS OF SC GRP,"16,628,760",0.69%
40,L,4855,SUMITOMO LIFE INS GRP,"16,101,544",0.67%
41,L,1348,MEIJI YASUDA LIFE INS GRP,"15,147,221",0.63%
42,L,261,MUTUAL OF OMAHA GRP,"12,031,102",0.50%
43,L,769,GREAT WEST GRP,"10,086,829",0.42%
44,L,111,LIBERTY MUT GRP,"9,869,844",0.41%
45,L,704,OHIO NATL LIFE GRP,"8,867,978",0.37%
46,L,4750,PRIMERICA GRP,"8,330,751",0.35%
47,L,458,PROTECTIVE LIFE INS GRP,"7,730,194",0.32%
48,L,290,TORCHMARK CORP GRP,"7,041,313",0.29%
49,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"6,829,270",0.28%
50,L,850,PENN MUT GRP,"6,827,269",0.28%
51,L,4731,HARBINGER GRP,"6,010,352",0.25%
52,L,4815,RESOLUTION LIFE GRP,"5,936,794",0.25%
53,L,836,WEST SOUTHERN GRP,"5,816,521",0.24%
54,L,4736,GGC GRP,"5,476,971",0.23%
55,L,408,AMERICAN NATL FIN GRP,"5,327,934",0.22%
56,L,619,ONEAMERICA FIN PARTNERS GRP,"5,231,720",0.22%
57,L,634,NATIONAL LIFE GRP,"5,155,068",0.21%
58,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"5,123,964",0.21%
59,L,4553,SAVINGS BANK LIFE GRP,"4,966,766",0.21%
60,L,981,FIDELITY INVESTMENT INS & ANN GRP,"4,777,644",0.20%
61,L,8,ALLSTATE INS GRP,"4,760,737",0.20%
62,L,3098,TOKIO MARINE HOLDINGS INC GRP,"4,105,531",0.17%
63,L,943,AMERITAS MUT HOLDING GRP,"3,666,213",0.15%
64,L,62510,EQUITRUST LIFE INS CO,"3,466,439",0.14%
65,L,626,CHUBB LTD GRP,"3,414,571",0.14%
66,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"3,074,587",0.13%
67,F,58033,KNIGHTS OF COLUMBUS,"2,913,539",0.12%
68,L,451,FIDELITY SECURITY GRP,"2,885,555",0.12%
69,L,300,HORACE MANN GRP,"2,783,173",0.12%
70,L,19,ASSURANT INC GRP,"2,728,101",0.11%
71,L,812,HIGHMARK GRP,"2,409,321",0.10%
72,L,581,BOSTON MUT GRP,"2,402,464",0.10%
73,L,212,ZURICH INS GRP,"1,861,231",0.08%
74,L,4836,JEFFERSON NATIONAL GRP,"1,782,675",0.07%
75,L,66850,NATIONAL WESTERN LIFE INS CO,"1,702,103",0.07%
76,L,4483,NESTLE SA GRP,"1,688,471",0.07%
77,F,57630,POLISH ROMAN CATHOLIC UNION OF AMER,"1,517,159",0.06%
78,L,449,FINANCIAL HOLDINGS GRP,"1,500,829",0.06%
79,L,535,COLUMBIAN LIFE GRP,"1,285,478",0.05%
80,L,276,TRUSTMARK MUT HOLDING CO GRP,"1,151,006",0.05%
81,F,57657,ROYAL NEIGHBORS OF AMER,"1,091,149",0.05%
82,L,176,STATE FARM GRP,"1,019,526",0.04%
83,L,4853,AAA LIFE GRP,"1,018,551",0.04%
84,L,23,BCS INS GRP,"1,014,751",0.04%
85,L,917,HCSC GRP,"771,128",0.03%
86,L,65927,LINCOLN HERITAGE LIFE INS CO,"752,843",0.03%
87,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"727,682",0.03%
88,L,367,PHYSICIANS MUT GRP,"718,462",0.03%
89,F,58009,POLICE & FIREMENS INS ASSN,"646,751",0.03%
90,L,98,WR BERKLEY CORP GRP,"623,094",0.03%
91,L,4862,ASSURITY GRP,"613,308",0.03%
92,L,781,UNION LABOR GRP,"573,452",0.02%
93,L,330,AMERICAN FIDELITY CORP GRP,"570,953",0.02%
94,L,68772,SECURITY MUT LIFE INS CO OF NY,"551,553",0.02%
95,L,77879,5 STAR LIFE INS CO,"546,717",0.02%
96,L,344,CHURCH PENSION FUND GRP,"517,023",0.02%
97,L,60445,SAGICOR LIFE INS CO,"494,081",0.02%
98,L,4213,WILTON RE GRP,"458,492",0.02%
99,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"458,451",0.02%
100,L,62928,EMC NATL LIFE CO,"455,248",0.02%
101,L,63290,FIDELITY LIFE ASSN A LEGAL RESERVE L,"413,740",0.02%
102,L,4712,GPM LIFE GRP,"384,434",0.02%
103,L,687,GUARANTEE TRUST GRP,"352,592",0.01%
104,L,1117,MANHATTAN LIFE GRP,"346,518",0.01%
105,L,64505,HOMESTEADERS LIFE CO,"340,123",0.01%
106,F,56030,CATHOLIC FINANCIAL LIFE,"289,141",0.01%
107,F,57622,POLISH NATL ALLIANCE US OF NA,"222,569",0.01%
108,L,7,FEDERATED MUT GRP,"221,651",0.01%
109,F,57541,MODERN WOODMEN OF AMER,"221,187",0.01%
110,L,264,HEALTHMARKETS GRP,"220,389",0.01%
111,L,588,KANSAS CITY LIFE INS GRP,"218,993",0.01%
112,L,169,SENTRY INS GRP,"189,944",0.01%
113,L,525,PAN AMER LIFE GRP,"179,326",0.01%
114,L,1186,LIFETIME HLTHCARE GRP,"166,891",0.01%
115,L,450,GENEVE HOLDINGS INC GRP,"158,486",0.01%
116,L,4725,ENSTAR GRP,"142,030",0.01%
117,L,315,INDUSTRIAL ALLIANCE GRP,"133,863",0.01%
118,L,4716,FORTRESS GRP,"124,446",0.01%
119,L,69310,SURETY LIFE INS CO,"120,472",0.01%
120,L,1280,GREAT WESTERN CO GRP,"115,009",0%
121,L,63495,FORESTERS LIFE INS ANN CO,"91,283",0%
122,L,572,BCBS OF MI GRP,"85,646",0%
123,L,78662,SENIOR LIFE INS CO,"85,234",0%
124,L,64580,ILLINOIS MUT LIFE INS CO,"80,293",0%
125,L,350,GENERAL ELECTRIC GRP,"77,923",0%
1,L,304,PRUDENTIAL OF AMER GRP,"584,881,713",6.80%
2,L,707,UNITEDHEALTH GRP,"524,445,458",6.10%
3,L,241,METROPOLITAN GRP,"354,114,007",4.12%
4,L,918,JACKSON NATL GRP,"299,744,827",3.49%
5,L,826,NEW YORK LIFE GRP,"293,851,812",3.42%
6,L,12,AMERICAN INTL GRP,"292,861,492",3.41%
7,L,20,LINCOLN NATL GRP,"285,021,289",3.31%
8,L,761,ALLIANZ INS GRP,"262,014,348",3.05%
9,L,435,MASS MUT LIFE INS GRP,"232,074,038",2.70%
10,L,904,JOHN HANCOCK GRP,"221,397,611",2.57%
11,L,1,AETNA GRP,"216,200,253",2.51%
12,L,468,AEGON US HOLDING GRP,"212,160,711",2.47%
13,L,901,CIGNA HLTH GRP,"206,368,826",2.40%
14,L,332,PRINCIPAL FIN GRP,"198,283,598",2.31%
15,L,2658,AMERICAN EQUITY INVESTMENT GRP,"189,346,718",2.20%
16,L,860,NORTHWESTERN MUT GRP,"166,637,226",1.94%
17,L,431,SAMMONS ENTERPRISES GRP,"162,601,096",1.89%
18,L,4832,VOYA FINANCIAL GRP,"155,025,580",1.80%
19,L,968,AXA INS GRP,"147,169,775",1.71%
20,L,429,GUARDIAN LIFE GRP,"138,844,021",1.61%
21,L,140,NATIONWIDE CORP GRP,"138,670,118",1.61%
22,L,869,MINNESOTA MUT GRP,"137,963,886",1.60%
23,L,565,UNUMPROVIDENT CORP GRP,"124,680,903",1.45%
24,L,261,MUTUAL OF OMAHA GRP,"122,866,568",1.43%
25,L,4794,DELAWARE LIFE HOLDING GRP,"120,569,778",1.40%
26,L,4734,ATHENE GRP,"119,788,115",1.39%
27,L,91,HARTFORD FIRE & CAS GRP,"112,941,067",1.31%
28,L,176,STATE FARM GRP,"104,562,738",1.22%
29,L,3891,GOLDMAN SACHS GRP,"103,654,512",1.21%
30,L,769,GREAT WEST GRP,"103,646,002",1.21%
31,L,1216,TIAA FAMILY GRP,"96,669,905",1.12%
32,L,709,PACIFIC LIFE GRP,"94,017,267",1.09%
33,L,84,AMERICAN FINANCIAL GRP,"91,099,428",1.06%
34,L,4011,GENWORTH FIN GRP,"86,724,425",1.01%
35,L,370,AFLAC GRP,"84,102,902",0.98%
36,L,4,AMERIPRISE FIN GRP,"76,369,427",0.89%
37,L,306,CUNA MUT GRP,"72,814,510",0.85%
38,L,233,CNO FINANCIAL GRP,"71,490,182",0.83%
39,L,619,ONEAMERICA FIN PARTNERS GRP,"68,912,218",0.80%
40,L,4855,SUMITOMO LIFE INS GRP,"59,826,790",0.70%
41,L,290,TORCHMARK CORP GRP,"57,732,123",0.67%
42,L,458,PROTECTIVE LIFE INS GRP,"52,235,430",0.61%
43,L,1348,MEIJI YASUDA LIFE INS GRP,"48,717,459",0.57%
44,L,68896,SOUTHERN FARM BUREAU LIFE INS CO,"48,090,137",0.56%
45,L,4731,HARBINGER GRP,"46,173,962",0.54%
46,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"44,293,965",0.52%
47,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"43,567,418",0.51%
48,L,661,BCBS OF SC GRP,"40,594,494",0.47%
49,L,3098,TOKIO MARINE HOLDINGS INC GRP,"40,395,810",0.47%
50,L,4750,PRIMERICA GRP,"38,212,867",0.44%
51,L,8,ALLSTATE INS GRP,"37,385,222",0.43%
52,L,276,TRUSTMARK MUT HOLDING CO GRP,"37,255,080",0.43%
53,L,549,SUN LIFE ASSUR CO OF CN GRP,"37,119,712",0.43%
54,L,19,ASSURANT INC GRP,"34,270,455",0.40%
55,L,300,HORACE MANN GRP,"32,991,795",0.38%
56,F,57320,WOODMEN WORLD LIFE INS SOC,"32,829,880",0.38%
57,L,111,LIBERTY MUT GRP,"30,932,139",0.36%
58,L,836,WEST SOUTHERN GRP,"28,783,368",0.33%
59,L,62510,EQUITRUST LIFE INS CO,"28,429,802",0.33%
60,L,704,OHIO NATL LIFE GRP,"27,093,661",0.32%
61,L,408,AMERICAN NATL FIN GRP,"27,025,048",0.31%
62,L,943,AMERITAS MUT HOLDING GRP,"25,836,344",0.30%
63,L,634,NATIONAL LIFE GRP,"21,356,712",0.25%
64,L,850,PENN MUT GRP,"20,842,353",0.24%
65,L,4815,RESOLUTION LIFE GRP,"20,407,625",0.24%
66,L,4736,GGC GRP,"20,081,314",0.23%
67,L,367,PHYSICIANS MUT GRP,"19,251,487",0.22%
68,L,4483,NESTLE SA GRP,"18,819,164",0.22%
69,L,872,BANNER LIFE GRP,"18,498,084",0.22%
70,L,520,NEW ERA LIFE GRP,"18,129,192",0.21%
71,L,65927,LINCOLN HERITAGE LIFE INS CO,"17,767,160",0.21%
72,L,574,AMERCO CORP GRP,"17,463,096",0.20%
73,L,119,HUMANA GRP,"16,532,641",0.19%
74,L,215,KEMPER CORP GRP,"16,526,274",0.19%
75,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"13,972,740",0.16%
76,L,1117,MANHATTAN LIFE GRP,"13,668,486",0.16%
77,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"13,195,523",0.15%
78,L,4824,ADVANTAGE CAPITAL GRP,"12,625,703",0.15%
79,L,535,COLUMBIAN LIFE GRP,"12,491,892",0.15%
80,L,626,CHUBB LTD GRP,"11,427,191",0.13%
81,L,812,HIGHMARK GRP,"11,217,884",0.13%
82,L,981,FIDELITY INVESTMENT INS & ANN GRP,"10,897,879",0.13%
83,F,57541,MODERN WOODMEN OF AMER,"10,217,249",0.12%
84,L,449,FINANCIAL HOLDINGS GRP,"9,941,895",0.12%
85,F,58033,KNIGHTS OF COLUMBUS,"9,904,168",0.12%
86,L,315,INDUSTRIAL ALLIANCE GRP,"9,777,315",0.11%
87,L,839,WESTBRIDGE CAPITAL GRP,"9,271,999",0.11%
88,L,3527,AMERICAN ENTERPRISE MUT GRP,"8,793,089",0.10%
89,L,4716,FORTRESS GRP,"8,265,104",0.10%
90,L,3436,LIBERTY LIFE GRP TRUST GRP,"7,829,160",0.09%
91,L,98,WR BERKLEY CORP GRP,"7,648,995",0.09%
92,L,4718,TIPTREE FIN GRP,"7,594,295",0.09%
93,L,169,SENTRY INS GRP,"6,939,198",0.08%
94,L,280,AUTO OWNERS GRP,"6,670,151",0.08%
95,L,4836,JEFFERSON NATIONAL GRP,"6,281,702",0.07%
96,L,4853,AAA LIFE GRP,"6,073,973",0.07%
97,L,4796,NATIONAL TEACHERS ASSOC LIFE GROUP,"6,036,390",0.07%
98,L,588,KANSAS CITY LIFE INS GRP,"5,833,411",0.07%
99,L,64505,HOMESTEADERS LIFE CO,"5,538,166",0.06%
100,L,264,HEALTHMARKETS GRP,"5,423,849",0.06%
101,L,62952,EQUITABLE LIFE & CAS INS CO,"5,360,372",0.06%
102,L,88668,MUTUAL OF AMER LIFE INS CO,"5,177,061",0.06%
103,L,525,PAN AMER LIFE GRP,"5,160,094",0.06%
104,L,4213,WILTON RE GRP,"4,881,043",0.06%
105,L,1280,GREAT WESTERN CO GRP,"4,787,505",0.06%
106,L,77879,5 STAR LIFE INS CO,"4,515,976",0.05%
107,L,450,GENEVE HOLDINGS INC GRP,"4,476,107",0.05%
108,L,244,CINCINNATI FIN GRP,"4,361,633",0.05%
109,L,4712,GPM LIFE GRP,"4,353,662",0.05%
110,L,330,AMERICAN FIDELITY CORP GRP,"4,204,159",0.05%
111,L,4764,RESERVOIR CAPITAL GRP,"4,097,975",0.05%
112,L,68772,SECURITY MUT LIFE INS CO OF NY,"3,916,107",0.05%
113,L,451,FIDELITY SECURITY GRP,"3,759,410",0.04%
114,L,66214,HEARTLAND NATL LIFE INS CO,"3,686,970",0.04%
115,L,7,FEDERATED MUT GRP,"3,645,493",0.04%
116,L,61921,CITIZENS SECURITY LIFE INS CO,"3,639,469",0.04%
117,L,71404,CONTINENTAL GEN INS CO,"3,445,001",0.04%
118,L,687,GUARANTEE TRUST GRP,"3,374,301",0.04%
119,L,69132,STATE MUT INS CO,"2,995,036",0.03%
120,L,4862,ASSURITY GRP,"2,963,316",0.03%
121,L,2538,AMTRUST NGH GRP,"2,686,339",0.03%
122,L,4553,SAVINGS BANK LIFE GRP,"2,683,285",0.03%
123,L,65412,LIFE INS CO OF AL,"2,432,808",0.03%
124,L,587,ATLANTIC AMER GRP,"2,393,345",0.03%
125,L,212,ZURICH INS GRP,"2,390,469",0.03%
1,L,304,PRUDENTIAL OF AMER GRP,"192,015,201",9.18%
2,L,826,NEW YORK LIFE GRP,"124,484,085",5.95%
3,L,20,LINCOLN NATL GRP,"104,041,352",4.98%
4,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"101,039,526",4.83%
5,L,431,SAMMONS ENTERPRISES GRP,"87,512,711",4.19%
6,L,904,JOHN HANCOCK GRP,"78,232,219",3.74%
7,L,332,PRINCIPAL FIN GRP,"63,644,192",3.04%
8,L,860,NORTHWESTERN MUT GRP,"62,146,757",2.97%
9,L,918,JACKSON NATL GRP,"61,358,434",2.93%
10,L,370,AFLAC GRP,"57,587,315",2.75%
11,L,241,METROPOLITAN GRP,"51,130,094",2.45%
12,L,709,PACIFIC LIFE GRP,"45,793,798",2.19%
13,L,212,ZURICH INS GRP,"45,323,336",2.17%
14,L,261,MUTUAL OF OMAHA GRP,"43,013,195",2.06%
15,L,233,CNO FINANCIAL GRP,"42,160,832",2.02%
16,L,15313,INVESTORS PREFERRED LIFE INS CO,"41,473,374",1.98%
17,F,57541,MODERN WOODMEN OF AMER,"40,141,929",1.92%
18,L,4,AMERIPRISE FIN GRP,"39,257,624",1.88%
19,L,761,ALLIANZ INS GRP,"35,478,878",1.70%
20,L,1,AETNA GRP,"33,699,998",1.61%
21,L,968,AXA INS GRP,"33,206,867",1.59%
22,L,468,AEGON US HOLDING GRP,"32,949,353",1.58%
23,L,4832,VOYA FINANCIAL GRP,"29,925,498",1.43%
24,L,435,MASS MUT LIFE INS GRP,"29,609,198",1.42%
25,L,91,HARTFORD FIRE & CAS GRP,"27,910,267",1.33%
26,L,707,UNITEDHEALTH GRP,"26,454,663",1.27%
27,L,565,UNUMPROVIDENT CORP GRP,"23,012,521",1.10%
28,L,869,MINNESOTA MUT GRP,"22,732,543",1.09%
29,L,2658,AMERICAN EQUITY INVESTMENT GRP,"22,505,172",1.08%
30,L,12,AMERICAN INTL GRP,"22,448,200",1.07%
31,L,176,STATE FARM GRP,"21,673,021",1.04%
32,L,4844,LIA HOLDINGS GRP,"18,437,006",0.88%
33,L,4011,GENWORTH FIN GRP,"17,625,744",0.84%
34,L,901,CIGNA HLTH GRP,"17,038,930",0.81%
35,L,513,IOWA FARM BUREAU GRP,"15,268,630",0.73%
36,L,4731,HARBINGER GRP,"14,166,135",0.68%
37,L,140,NATIONWIDE CORP GRP,"13,321,136",0.64%
38,L,458,PROTECTIVE LIFE INS GRP,"12,664,561",0.61%
39,L,1348,MEIJI YASUDA LIFE INS GRP,"12,106,764",0.58%
40,L,290,TORCHMARK CORP GRP,"12,096,692",0.58%
41,L,429,GUARDIAN LIFE GRP,"11,994,948",0.57%
42,L,1216,TIAA FAMILY GRP,"10,666,510",0.51%
43,L,619,ONEAMERICA FIN PARTNERS GRP,"10,389,299",0.50%
44,L,943,AMERITAS MUT HOLDING GRP,"10,211,387",0.49%
45,L,62510,EQUITRUST LIFE INS CO,"9,580,762",0.46%
46,L,473,AMERICAN FAMILY INS GRP,"9,074,101",0.43%
47,F,58033,KNIGHTS OF COLUMBUS,"8,931,619",0.43%
48,L,306,CUNA MUT GRP,"8,709,327",0.42%
49,L,64505,HOMESTEADERS LIFE CO,"7,662,120",0.37%
50,L,408,AMERICAN NATL FIN GRP,"7,536,493",0.36%
51,L,3098,TOKIO MARINE HOLDINGS INC GRP,"7,479,484",0.36%
52,L,300,HORACE MANN GRP,"7,374,832",0.35%
53,L,4736,GGC GRP,"7,285,829",0.35%
54,L,549,SUN LIFE ASSUR CO OF CN GRP,"7,208,184",0.34%
55,L,4855,SUMITOMO LIFE INS GRP,"7,022,280",0.34%
56,L,3891,GOLDMAN SACHS GRP,"6,618,954",0.32%
57,L,19,ASSURANT INC GRP,"6,611,037",0.32%
58,L,4734,ATHENE GRP,"6,497,302",0.31%
59,L,850,PENN MUT GRP,"6,303,266",0.30%
60,L,4824,ADVANTAGE CAPITAL GRP,"6,153,301",0.29%
61,L,367,PHYSICIANS MUT GRP,"5,766,472",0.28%
62,L,8,ALLSTATE INS GRP,"5,674,988",0.27%
63,L,769,GREAT WEST GRP,"5,501,824",0.26%
64,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"5,363,242",0.26%
65,L,626,CHUBB LTD GRP,"5,349,691",0.26%
66,L,84,AMERICAN FINANCIAL GRP,"5,011,081",0.24%
67,L,66850,NATIONAL WESTERN LIFE INS CO,"4,406,277",0.21%
68,L,836,WEST SOUTHERN GRP,"4,326,045",0.21%
69,L,4483,NESTLE SA GRP,"4,183,324",0.20%
70,L,4750,PRIMERICA GRP,"4,176,520",0.20%
71,L,1280,GREAT WESTERN CO GRP,"3,757,673",0.18%
72,L,687,GUARANTEE TRUST GRP,"3,508,904",0.17%
73,L,98,WR BERKLEY CORP GRP,"3,504,057",0.17%
74,L,4862,ASSURITY GRP,"3,235,323",0.15%
75,L,7,FEDERATED MUT GRP,"3,089,212",0.15%
76,L,3527,AMERICAN ENTERPRISE MUT GRP,"3,058,076",0.15%
77,L,661,BCBS OF SC GRP,"3,036,480",0.15%
78,L,451,FIDELITY SECURITY GRP,"2,849,380",0.14%
79,L,872,BANNER LIFE GRP,"2,818,662",0.13%
80,L,88668,MUTUAL OF AMER LIFE INS CO,"2,818,563",0.13%
81,L,704,OHIO NATL LIFE GRP,"2,682,731",0.13%
82,L,2878,UNITED HERITAGE MUT GRP,"2,619,088",0.13%
83,F,57053,CATHOLIC UNITED FINANCIAL,"2,579,192",0.12%
84,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"2,435,595",0.12%
85,L,111,LIBERTY MUT GRP,"2,431,800",0.12%
86,L,62952,EQUITABLE LIFE & CAS INS CO,"2,406,542",0.12%
87,L,4815,RESOLUTION LIFE GRP,"2,348,322",0.11%
88,L,690,CENTRAL STATES GRP,"2,338,335",0.11%
89,L,280,AUTO OWNERS GRP,"2,084,144",0.10%
90,L,64580,ILLINOIS MUT LIFE INS CO,"2,036,921",0.10%
91,L,244,CINCINNATI FIN GRP,"1,897,632",0.09%
92,L,449,FINANCIAL HOLDINGS GRP,"1,867,593",0.09%
93,L,588,KANSAS CITY LIFE INS GRP,"1,845,959",0.09%
94,L,69132,STATE MUT INS CO,"1,756,318",0.08%
95,F,56073,NATIONAL MUT BENEFIT,"1,752,356",0.08%
96,L,248,UNITED FIRE & CAS GRP,"1,689,470",0.08%
97,F,57487,CATHOLIC ORDER OF FORESTERS,"1,659,896",0.08%
98,L,4732,MIDWEST HOLDING GRP,"1,596,110",0.08%
99,L,169,SENTRY INS GRP,"1,553,553",0.07%
100,L,4794,DELAWARE LIFE HOLDING GRP,"1,548,151",0.07%
101,L,71404,CONTINENTAL GEN INS CO,"1,453,078",0.07%
102,L,67393,OZARK NATL LIFE INS CO,"1,438,145",0.07%
103,L,42129,UNITED SECURITY ASSUR CO OF PA,"1,421,818",0.07%
104,L,4853,AAA LIFE GRP,"1,314,854",0.06%
105,L,1186,LIFETIME HLTHCARE GRP,"1,200,908",0.06%
106,L,62928,EMC NATL LIFE CO,"1,188,016",0.06%
107,L,450,GENEVE HOLDINGS INC GRP,"1,071,937",0.05%
108,L,917,HCSC GRP,"1,060,294",0.05%
109,L,812,HIGHMARK GRP,"1,045,393",0.05%
110,L,60542,AMERICAN HOME LIFE INS CO,"1,007,400",0.05%
111,L,215,KEMPER CORP GRP,"956,435",0.05%
112,L,634,NATIONAL LIFE GRP,"910,727",0.04%
113,L,330,AMERICAN FIDELITY CORP GRP,"853,722",0.04%
114,L,76325,SENIOR HLTH INS CO OF PA,"817,545",0.04%
115,F,57657,ROYAL NEIGHBORS OF AMER,"787,489",0.04%
116,L,3436,LIBERTY LIFE GRP TRUST GRP,"783,044",0.04%
117,L,1117,MANHATTAN LIFE GRP,"707,576",0.03%
118,F,56383,ORDER OF UNITED COMMERCIAL TRAVELERS,"615,565",0.03%
119,F,58017,WESTERN FRATERNAL LIFE ASSN,"610,910",0.03%
120,B,4616,EVERENCE GRP,"580,202",0.03%
121,L,574,AMERCO CORP GRP,"567,683",0.03%
122,L,4213,WILTON RE GRP,"479,834",0.02%
123,F,57142,SONS OF NORWAY,"456,213",0.02%
124,L,63290,FIDELITY LIFE ASSN A LEGAL RESERVE L,"428,120",0.02%
125,L,11121,UNIFIED LIFE INS CO,"421,274",0.02%
1,L,707,UNITEDHEALTH GRP,"739,986,978",5.71%
2,L,332,PRINCIPAL FIN GRP,"698,263,164",5.39%
3,L,304,PRUDENTIAL OF AMER GRP,"645,422,993",4.98%
4,L,435,MASS MUT LIFE INS GRP,"530,476,765",4.10%
5,L,241,METROPOLITAN GRP,"458,047,632",3.54%
6,L,901,CIGNA HLTH GRP,"451,066,379",3.48%
7,L,904,JOHN HANCOCK GRP,"410,760,945",3.17%
8,L,468,AEGON US HOLDING GRP,"408,416,073",3.15%
9,L,20,LINCOLN NATL GRP,"400,224,364",3.09%
10,L,826,NEW YORK LIFE GRP,"373,229,518",2.88%
11,L,1,AETNA GRP,"369,892,568",2.86%
12,L,918,JACKSON NATL GRP,"361,971,453",2.80%
13,L,12,AMERICAN INTL GRP,"340,072,620",2.63%
14,L,431,SAMMONS ENTERPRISES GRP,"336,329,135",2.60%
15,L,4832,VOYA FINANCIAL GRP,"335,126,452",2.59%
16,L,3891,GOLDMAN SACHS GRP,"277,796,317",2.15%
17,L,860,NORTHWESTERN MUT GRP,"268,448,257",2.07%
18,L,694,TENNESSEE FARMERS GRP,"225,558,715",1.74%
19,L,565,UNUMPROVIDENT CORP GRP,"224,227,086",1.73%
20,L,761,ALLIANZ INS GRP,"219,931,839",1.70%
21,L,140,NATIONWIDE CORP GRP,"204,935,028",1.58%
22,L,1216,TIAA FAMILY GRP,"195,025,916",1.51%
23,L,968,AXA INS GRP,"166,407,036",1.28%
24,L,709,PACIFIC LIFE GRP,"157,262,220",1.21%
25,L,261,MUTUAL OF OMAHA GRP,"156,327,690",1.21%
26,L,91,HARTFORD FIRE & CAS GRP,"156,323,439",1.21%
27,L,2658,AMERICAN EQUITY INVESTMENT GRP,"154,137,391",1.19%
28,L,4734,ATHENE GRP,"145,782,378",1.13%
29,L,869,MINNESOTA MUT GRP,"142,195,753",1.10%
30,L,176,STATE FARM GRP,"141,294,825",1.09%
31,L,370,AFLAC GRP,"138,084,546",1.07%
32,L,84,AMERICAN FINANCIAL GRP,"135,111,460",1.04%
33,L,619,ONEAMERICA FIN PARTNERS GRP,"133,980,619",1.03%
34,L,429,GUARDIAN LIFE GRP,"116,379,829",0.90%
35,L,549,SUN LIFE ASSUR CO OF CN GRP,"115,506,822",0.89%
36,L,4,AMERIPRISE FIN GRP,"113,157,112",0.87%
37,L,3098,TOKIO MARINE HOLDINGS INC GRP,"97,017,138",0.75%
38,L,458,PROTECTIVE LIFE INS GRP,"90,553,478",0.70%
39,L,4855,SUMITOMO LIFE INS GRP,"90,471,180",0.70%
40,L,4011,GENWORTH FIN GRP,"87,157,779",0.67%
41,L,290,TORCHMARK CORP GRP,"86,510,116",0.67%
42,L,233,CNO FINANCIAL GRP,"86,347,931",0.67%
43,L,306,CUNA MUT GRP,"75,583,221",0.58%
44,L,769,GREAT WEST GRP,"75,475,799",0.58%
45,L,4731,HARBINGER GRP,"67,989,652",0.52%
46,L,704,OHIO NATL LIFE GRP,"66,612,748",0.51%
47,L,876,ARKANSAS BCBS GRP,"59,171,731",0.46%
48,F,57541,MODERN WOODMEN OF AMER,"58,869,039",0.45%
49,F,57320,WOODMEN WORLD LIFE INS SOC,"56,105,110",0.43%
50,L,1348,MEIJI YASUDA LIFE INS GRP,"55,869,344",0.43%
51,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"52,979,037",0.41%
52,L,943,AMERITAS MUT HOLDING GRP,"49,803,943",0.38%
53,L,19,ASSURANT INC GRP,"48,696,120",0.38%
54,L,111,LIBERTY MUT GRP,"46,400,295",0.36%
55,L,836,WEST SOUTHERN GRP,"40,444,802",0.31%
56,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"40,277,342",0.31%
57,L,4750,PRIMERICA GRP,"39,237,248",0.30%
58,L,408,AMERICAN NATL FIN GRP,"38,382,840",0.30%
59,L,66850,NATIONAL WESTERN LIFE INS CO,"37,782,772",0.29%
60,L,8,ALLSTATE INS GRP,"36,076,993",0.28%
61,L,812,HIGHMARK GRP,"33,699,180",0.26%
62,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"33,536,706",0.26%
63,L,451,FIDELITY SECURITY GRP,"31,921,431",0.25%
64,L,62510,EQUITRUST LIFE INS CO,"31,625,557",0.24%
65,L,330,AMERICAN FIDELITY CORP GRP,"27,295,967",0.21%
66,L,4736,GGC GRP,"26,829,654",0.21%
67,L,872,BANNER LIFE GRP,"25,659,425",0.20%
68,L,300,HORACE MANN GRP,"23,561,616",0.18%
69,L,367,PHYSICIANS MUT GRP,"22,356,171",0.17%
70,L,4815,RESOLUTION LIFE GRP,"22,181,243",0.17%
71,L,981,FIDELITY INVESTMENT INS & ANN GRP,"21,571,799",0.17%
72,L,626,CHUBB LTD GRP,"21,306,641",0.16%
73,L,64505,HOMESTEADERS LIFE CO,"20,642,464",0.16%
74,L,88668,MUTUAL OF AMER LIFE INS CO,"20,571,999",0.16%
75,L,634,NATIONAL LIFE GRP,"20,354,579",0.16%
76,L,4483,NESTLE SA GRP,"18,954,877",0.15%
77,L,212,ZURICH INS GRP,"17,705,910",0.14%
78,L,570,BCBS OF AL GRP,"17,688,551",0.14%
79,L,917,HCSC GRP,"17,589,643",0.14%
80,L,4824,ADVANTAGE CAPITAL GRP,"17,436,116",0.13%
